"(<Abstr_type.A_STAR: 2>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 0)",633.4,2534.0,2999.2,4990.0,5830.8,9192.6,9514.6,9605.800000000001,14374.600000000002,17500.000000000004,18307.800000000003,18471.000000000004,19483.800000000003,20953.000000000004,21044.800000000003,23133.600000000002,23253.4,23859.2,23895.0,31900.8,37382.6,43343.0,44029.0,44192.6,46264.2,53742.799999999996,59654.799999999996,65126.99999999999,67732.0,71438.8,80795.0,81568.2,82211.0,82371.4,83563.79999999999,87647.79999999999,88606.59999999999,88996.99999999999,89145.79999999999,89424.4,91833.79999999999,92034.79999999999,93585.99999999999,93936.39999999998,93954.99999999999,94289.99999999999,94442.39999999998,96659.39999999998,97341.59999999998,97816.19999999998,98218.79999999999,100107.19999999998,100767.39999999998,101125.39999999998,101255.39999999998,101439.39999999998,102099.19999999998,102234.99999999999,102760.19999999998,104419.39999999998,107451.39999999998,108032.19999999998,109078.39999999998,109575.19999999998,109973.19999999998,110648.59999999998,110877.39999999998,111392.19999999998,111737.19999999998,111939.19999999998,112075.59999999998,112295.59999999998,112740.79999999997,113133.59999999998,113859.99999999997,114060.39999999997,114152.39999999997,116037.59999999996,116259.79999999996,118507.79999999996,118936.59999999996,119593.79999999996,121984.79999999996,122548.19999999995,122889.59999999995,123232.99999999994,124359.39999999994,124536.19999999994,124595.59999999993,124782.79999999993,124922.99999999993,126522.59999999993,127160.39999999994,127704.99999999994,128703.99999999994,129434.79999999994,130086.19999999994,130453.79999999994,130931.59999999995,131515.39999999994
"(<Abstr_type.PI_STAR: 3>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 0)",683.2,1972.0,2415.2,2427.3999999999996,2946.9999999999995,3078.5999999999995,3102.1999999999994,3979.3999999999996,3992.5999999999995,4001.1999999999994,4030.9999999999995,4084.7999999999997,4124.799999999999,4139.4,4156.2,4172.8,4202.6,4213.400000000001,4271.000000000001,4313.600000000001,4324.200000000002,4338.200000000002,4349.200000000002,4361.600000000001,4375.600000000001,4391.000000000001,4483.800000000001,4674.800000000001,4683.800000000001,4726.4000000000015,4801.000000000002,4812.4000000000015,4819.000000000002,4832.800000000002,4877.800000000002,5597.800000000002,5610.400000000002,5627.800000000002,5640.600000000002,5655.000000000002,5770.000000000002,5778.4000000000015,5875.4000000000015,5895.800000000001,5907.600000000001,5935.4000000000015,5949.200000000002,5970.200000000002,5988.000000000002,5997.800000000002,6014.800000000002,6030.800000000002,6209.200000000002,6255.800000000002,6265.400000000002,6915.600000000002,6927.400000000002,6993.600000000002,7053.800000000002,7062.400000000002,7089.200000000003,7097.400000000002,7109.800000000002,7120.800000000002,7161.400000000002,7199.400000000002,7598.800000000002,7611.200000000002,7623.600000000001,7656.200000000002,7672.600000000001,7682.200000000002,7732.200000000002,7836.200000000002,7956.4000000000015,8052.200000000002,8244.000000000002,8254.000000000002,8285.200000000003,8299.200000000003,8328.000000000002,8340.200000000003,8356.800000000003,8438.200000000003,9034.800000000003,9043.000000000004,9052.400000000003,9066.200000000003,9080.000000000002,9099.400000000001,9119.400000000001,9136.2,9151.0,9160.0,9176.6,9207.6,9323.2,9566.6,9789.4,9800.8
"(<Abstr_type.Q_STAR: 1>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 0)",617.4,1743.1999999999998,2161.3999999999996,2990.5999999999995,3119.9999999999995,6290.599999999999,11467.599999999999,17145.6,17202.6,27368.399999999998,33088.0,45022.6,53311.6,61067.2,66737.4,66774.59999999999,83705.19999999998,93040.39999999998,97687.59999999998,97791.99999999997,102094.19999999997,103806.99999999997,111557.59999999998,114117.59999999998,118590.79999999997,122204.99999999997,128430.59999999998,131141.59999999998,133298.39999999997,137897.99999999997,139742.79999999996,142297.99999999997,145015.79999999996,147171.39999999997,150321.99999999997,155742.39999999997,158874.79999999996,161890.79999999996,162196.19999999995,166574.39999999997,170040.59999999998,177065.39999999997,182625.99999999997,187481.39999999997,193697.99999999997,195105.39999999997,200179.59999999998,203152.19999999998,209781.4,214280.0,218718.6,222698.80000000002,226077.2,227920.0,233823.6,237314.4,240556.8,242217.19999999998,243731.59999999998,246574.59999999998,249187.19999999998,252364.4,253502.6,256519.6,257300.80000000002,263396.80000000005,265463.60000000003,266875.80000000005,268096.20000000007,270334.6000000001,272943.0000000001,275251.2000000001,278461.0000000001,281440.6000000001,284345.6000000001,288726.6000000001,292344.6000000001,295264.6000000001,298565.0000000001,301058.8000000001,303408.2000000001,306193.60000000015,310296.2000000001,312563.2000000001,314541.2000000001,318405.60000000015,320733.2000000001,323441.40000000014,325376.80000000016,328401.0000000002,330094.0000000002,333058.80000000016,334858.0000000002,338075.4000000002,339264.0000000002,341527.0000000002,341594.80000000016,346037.2000000002,347325.6000000002,349345.00000000023
"(<Abstr_type.A_STAR: 2>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 1)",1066.0,1355.4,1718.4,2241.6000000000004,2605.2000000000003,2865.4,3135.8,3442.4,3822.2000000000003,4046.2000000000003,32229.4,65265.6,65731.0,102111.0,114113.2,118403.59999999999,120524.79999999999,130899.19999999998,136151.19999999998,154842.59999999998,169905.8,189269.19999999998,202563.19999999998,202917.8,212625.19999999998,213572.4,213715.19999999998,213951.99999999997,214566.39999999997,220617.79999999996,224165.99999999997,225509.59999999998,225634.39999999997,231133.59999999998,232918.39999999997,235354.59999999998,238516.99999999997,238597.79999999996,244480.99999999997,246373.19999999998,246875.4,252352.8,252503.59999999998,252555.19999999998,256473.8,256750.59999999998,260712.8,260788.4,260811.19999999998,262323.39999999997,264397.6,268242.0,279514.2,279853.8,280759.0,280774.0,281464.4,290718.60000000003,292524.2,303164.60000000003,303191.60000000003,304946.00000000006,309230.4000000001,317901.4000000001,317953.4000000001,320036.20000000007,320048.00000000006,320095.00000000006,323368.4000000001,324332.8000000001,324977.6000000001,325069.6000000001,327137.8000000001,327566.6000000001,329042.0000000001,329686.40000000014,330360.40000000014,333536.80000000016,336642.2000000002,336663.0000000002,336718.0000000002,340684.0000000002,341916.4000000002,344111.4000000002,344137.6000000002,344809.00000000023,345025.00000000023,349836.00000000023,349864.00000000023,350036.00000000023,350302.40000000026,350749.00000000023,353610.6000000002,358385.6000000002,359312.6000000002,361333.2000000002,361365.6000000002,364869.2000000002,364963.0000000002,365543.0000000002
"(<Abstr_type.PI_STAR: 3>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 1)",1893.2,2215.0,2415.8,2475.2000000000003,2614.0000000000005,2674.2000000000003,2688.8,3455.8,3478.2000000000003,3487.6000000000004,3673.4000000000005,3685.6000000000004,3699.4000000000005,3710.4000000000005,3899.6000000000004,3953.8,3992.2000000000003,4070.6000000000004,4092.6000000000004,4167.200000000001,4196.200000000001,4211.200000000001,4224.800000000001,4262.600000000001,4273.200000000002,4305.800000000002,4334.000000000002,4382.200000000002,4401.600000000001,4423.600000000001,4448.800000000001,4487.000000000001,4506.000000000001,4588.000000000001,4597.200000000001,4616.000000000001,4641.600000000001,4681.600000000001,4781.600000000001,4935.800000000001,4977.600000000001,5007.4000000000015,5083.200000000002,5206.800000000002,5219.800000000002,5233.000000000002,5282.4000000000015,5303.800000000001,5496.800000000001,5521.800000000001,6060.800000000001,6136.200000000001,6161.400000000001,6237.000000000001,6262.000000000001,6273.000000000001,6291.800000000001,6309.4000000000015,6330.600000000001,6360.600000000001,6382.800000000001,6404.200000000001,6429.200000000001,6441.6,6478.400000000001,6544.200000000001,6584.000000000001,6635.200000000001,6684.000000000001,6829.600000000001,6850.800000000001,6873.200000000001,6902.400000000001,7816.400000000001,9402.400000000001,9437.000000000002,9446.400000000001,9780.400000000001,9807.000000000002,9835.400000000001,9844.600000000002,12585.400000000001,12889.400000000001,12909.600000000002,12952.200000000003,12965.800000000003,12981.800000000003,13039.000000000004,13078.600000000004,13091.400000000003,13128.600000000004,13179.600000000004,13202.000000000004,13236.000000000004,13254.000000000004,13303.600000000004,13322.400000000003,13345.200000000003,13377.000000000002,13390.000000000002
"(<Abstr_type.Q_STAR: 1>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 1)",1357.2,1718.6,1982.1999999999998,4412.799999999999,7310.799999999999,7527.199999999999,8186.199999999999,8895.199999999999,9384.4,12537.4,15799.4,31969.8,44248.2,46501.799999999996,47959.399999999994,55343.399999999994,56147.2,57393.399999999994,67671.79999999999,67822.99999999999,67984.79999999999,72230.59999999999,76121.99999999999,77611.99999999999,80015.19999999998,88062.19999999998,88098.39999999998,88115.59999999998,88993.19999999998,102244.79999999999,102372.79999999999,106390.79999999999,106452.99999999999,106621.39999999998,106669.19999999998,111897.79999999999,111923.19999999998,111942.79999999999,111955.79999999999,127672.59999999999,127987.99999999999,129129.19999999998,129560.99999999999,129810.79999999999,129829.19999999998,130386.59999999998,130726.19999999998,131750.4,134303.4,135809.6,135821.80000000002,137679.2,137707.80000000002,137723.40000000002,137735.40000000002,139487.80000000002,140026.2,143270.80000000002,143281.00000000003,143292.40000000002,143308.40000000002,143324.40000000002,145544.00000000003,153839.80000000002,156727.40000000002,157484.00000000003,170019.20000000004,175195.80000000005,175214.60000000003,183076.20000000004,183189.60000000003,183312.80000000005,183340.60000000003,184292.40000000002,184302.80000000002,188838.80000000002,188875.2,188895.6,189945.0,190041.4,194275.6,209363.80000000002,209497.40000000002,210636.40000000002,211076.60000000003,212018.60000000003,212028.40000000002,213157.2,213166.80000000002,215479.80000000002,222814.00000000003,222839.40000000002,225335.2,227489.2,229268.6,234817.4,238167.8,240092.0,240125.8,240155.59999999998
"(<Abstr_type.A_STAR: 2>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 2)",939.8,163959.4,304177.8,428102.0,475772.6,607928.8,760507.6000000001,821861.0000000001,1017559.8,1118641.8,1292054.2,1435327.4,1444885.4,1613133.4,1898927.4,1934440.0,2223943.4,2381440.8,2552315.1999999997,2584492.4,2916070.6,3056532.6,3250221.6,3491578.6,3571828.0,3763885.8,4009895.0,4015374.4,4277759.0,4282823.4,4652440.0,4721568.8,5096598.0,5100828.0,5521867.4,5661999.2,5926905.8,6011615.0,6021783.0,6248541.8,6364824.399999999,6714712.199999999,6923930.399999999,7236547.999999999,7460672.599999999,7702092.799999999,7977395.999999999,8141003.399999999,8314178.399999999,8484980.0,8672765.4,8678895.8,9271030.8,9271893.200000001,9381047.600000001,9734188.400000002,9891876.200000003,10191127.000000004,10242867.000000004,10247104.000000004,10248965.200000003,10249757.200000003,11149044.800000003,11195605.800000003,11196023.400000002,11222768.400000002,11222969.400000002,11223619.400000002,11224459.400000002,11232563.400000002,12356138.400000002,12594240.400000002,12670096.600000001,12728131.400000002,13359208.200000003,13424367.200000003,13859666.400000002,13957052.400000002,14285449.200000003,14334688.200000003,14335373.200000003,14562616.600000003,14701330.200000003,15213326.200000003,15219625.400000002,15757492.800000003,15762296.200000003,15955225.400000002,16117583.200000003,16170474.800000003,16232905.000000002,16692415.200000001,16696607.600000001,16892520.8,16892838.8,16963092.8,17187763.8,17187938.2,17188619.0,17208494.6
"(<Abstr_type.PI_STAR: 3>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 2)",1598.4,1806.4,3125.0,3319.4,3831.2000000000003,4065.6000000000004,4486.0,4650.4,5042.599999999999,5436.799999999999,5477.799999999999,5707.4,5818.599999999999,5858.999999999999,5944.999999999999,8221.599999999999,8371.199999999999,8470.999999999998,8804.199999999999,8898.199999999999,9051.199999999999,9163.599999999999,9368.8,9821.199999999999,9941.999999999998,11115.599999999999,11626.999999999998,11779.199999999999,11920.4,12055.4,12164.199999999999,13491.8,13585.599999999999,14156.999999999998,14349.599999999999,15565.199999999999,16727.6,16911.6,17036.6,17063.8,17356.0,17910.4,18391.800000000003,18483.000000000004,19472.000000000004,20484.200000000004,20778.000000000004,20978.200000000004,21150.200000000004,21199.600000000006,21324.200000000004,21426.800000000003,21601.200000000004,21690.400000000005,22588.400000000005,22636.200000000004,22863.000000000004,23215.400000000005,23575.000000000004,23651.400000000005,23689.800000000007,23736.400000000005,23869.600000000006,23960.600000000006,24059.800000000007,24496.200000000008,25111.60000000001,26299.40000000001,27052.200000000008,27113.200000000008,27822.000000000007,28018.40000000001,29498.40000000001,29922.200000000008,29968.000000000007,29998.40000000001,30258.000000000007,30378.200000000008,31646.200000000008,31835.40000000001,32427.60000000001,32770.20000000001,35619.40000000001,35777.600000000006,37343.00000000001,40428.200000000004,41848.600000000006,41952.200000000004,42100.00000000001,42190.200000000004,42271.200000000004,42418.8,42518.600000000006,42785.200000000004,43223.600000000006,43292.8,43499.4,43666.6,44143.4,45864.8
"(<Abstr_type.Q_STAR: 1>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 2)",907.2,1550.4,2561.4,3334.2,3668.7999999999997,5466.599999999999,5736.2,81345.8,82137.2,82705.4,110936.59999999999,153521.19999999998,164700.19999999998,183851.59999999998,187815.8,204676.0,210138.4,216163.19999999998,216578.19999999998,218127.59999999998,223527.99999999997,223812.59999999998,245528.99999999997,262226.19999999995,272243.19999999995,279046.99999999994,280645.19999999995,291381.19999999995,293759.19999999995,295498.39999999997,306044.19999999995,318530.39999999997,331241.8,332280.6,333785.19999999995,356715.39999999997,358763.8,365198.39999999997,367169.6,375438.19999999995,383512.79999999993,387867.79999999993,391833.99999999994,394920.39999999997,399360.19999999995,399876.6,406444.19999999995,410509.19999999995,411995.39999999997,414087.39999999997,416019.39999999997,417495.39999999997,418458.19999999995,420460.39999999997,420564.39999999997,420624.99999999994,423671.5999999999,426060.1999999999,426187.9999999999,429761.59999999986,430838.19999999984,432285.7999999998,449282.3999999998,449483.99999999977,452561.99999999977,454638.1999999998,458397.3999999998,459580.1999999998,462640.79999999976,464937.99999999977,468115.1999999998,468156.1999999998,471488.99999999977,486229.59999999974,488719.99999999977,509170.99999999977,510785.3999999998,517052.5999999998,517124.1999999998,517588.79999999976,518381.79999999976,520349.39999999973,528754.7999999997,545254.5999999997,545877.9999999998,546524.9999999998,552053.1999999997,554470.7999999997,558617.9999999997,559184.9999999997,559756.1999999996,565561.9999999997,565804.3999999997,567521.5999999996,568939.3999999997,568954.3999999997,572049.5999999996,572235.5999999996,575661.3999999997,576001.7999999997
"(<Abstr_type.A_STAR: 2>, 0.0, <Corr_type.UNI_RAND: 1>, 0.05, 3)",1002.2,2389.2,3413.3999999999996,3806.9999999999995,4108.0,4639.2,24770.4,50921.600000000006,71480.0,74310.8,74916.8,90249.2,96549.0,117241.4,118099.2,133769.2,134546.0,134578.6,136467.2,140045.0,142581.6,144328.0,145662.6,148076.0,148912.4,151609.19999999998,152306.99999999997,162857.99999999997,164148.19999999998,165101.4,165373.6,169605.4,174251.19999999998,174333.99999999997,174893.39999999997,177271.19999999995,178056.19999999995,178818.99999999994,181710.59999999995,183456.79999999996,185015.59999999995,186502.79999999996,187658.59999999995,188293.59999999995,189854.79999999996,194128.99999999997,204499.39999999997,207898.39999999997,209936.59999999998,210934.59999999998,211724.19999999998,214092.4,216783.4,218474.8,219233.8,221569.19999999998,224540.4,226833.4,227435.0,230668.6,231301.80000000002,231824.40000000002,232361.40000000002,233432.60000000003,233894.60000000003,235059.00000000003,241621.00000000003,242628.20000000004,244804.80000000005,246459.60000000003,246667.20000000004,247205.20000000004,247847.00000000003,247965.20000000004,249406.80000000005,250056.80000000005,251021.00000000006,252199.40000000005,252387.40000000005,255407.60000000006,255554.20000000007,255754.40000000008,258829.40000000008,260150.0000000001,262113.80000000008,263241.4000000001,263306.4000000001,265102.20000000007,268063.00000000006,269183.60000000003,271202.80000000005,272734.60000000003,273781.00000000006,274000.80000000005,276083.80000000005,278322.80000000005,280817.20000000007,283165.80000000005,285342.20000000007,289240.00000000006
