ground,986.7,1882.3000000000002
"(<Abstr_type.A_STAR: 2>, 0.0)",975.7,1769.2
"(<Abstr_type.PI_STAR: 3>, 0.0)",831.7,2663.9
"(<Abstr_type.Q_STAR: 1>, 0.0)",1072.6,1575.5
