,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0,362,1384,28,299,288,279,166,914,699,757,2153,568,51,328,51,1663,1050,478,147,512,178,710,981,463,688,341,1229,47,1751,127,231,1324,985,97,1869,208,151,68,283,2185,883,2245,130,823,31,535,297,1306,335,75,291,800,165,489,206,1041,387,2046,225,885,153,593,787,377,2095,34,1101,450,156,103,168,345,174,576,371,1643,373,360,238,194,53,194,587,345,1204,1996,1264,12,1299,213,427,162,267,1022,818,313,34,707,377,535,132,276,94,717,1778,1352,717,497,215,595,2552,60,72,505,172,166,551,188,126,192,119,245,93,1006,43,398,334,1207,1271,203,1788,474,33,381,1253,970,155,561,435,924,516,34,15,833,72,453,229,61,507,1120
