,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133
0,5408,7927,4704,45,2854,1539,6400,998,2548,2189,2169,360,3295,1517,7358,2922,900,656,1740,6012,218,3611,4517,1252,7460,109,3464,6595,2651,640,1324,456,3320,7462,8052,6578,2673,1000,907,8131,7596,3191,5253,2368,2971,4646,3190,4362,6509,7112,7820,1692,5304,4590,7732,7797,8255,2325,2343,4549,1429,2111,8249,4098,5521,2458,6177,2041,5301,6559,1916,3431,7963,5807,6288,7768,6589,301,1074,8174,7155,1855,5804,2620,7515,4764,1769,1642,5723,6943,6350,4063,3150,2778,5844,2062,1030,2605,5554,965,5902,6882,124,8134,1341,6742,967,2444,7995,4061,2009,4834,2359,5270,256,5267,5295,5314,807,7337,5857,5032,2341,1470,1207,2154,1039,6449,4888,204,6575,3642,4005,2851
