ground,0,"{(1, 11): 0.0, (1, 10): 0.0, (1, 9): 0.0, (1, 8): 0.0, (1, 7): 0.0, (1, 5): 0.0, (1, 4): 0.0, (1, 3): 0.0, (1, 2): 0.0, (1, 1): 0.0, (2, 11): 0.0, (2, 10): 0.0, (2, 9): 0.0, (2, 8): 0.0, (2, 7): 0.0, (2, 5): 0.0, (2, 4): 0.0, (2, 3): 0.0, (2, 2): 0.0, (2, 1): 0.0, (3, 11): 0.0, (3, 10): 0.0, (3, 9): 0.0, (3, 8): 0.0, (3, 7): 0.0, (3, 6): 0.0, (3, 5): 0.0, (3, 4): 0.0, (3, 3): 0.0, (3, 2): 0.0, (3, 1): 0.0, (4, 11): 0.0, (4, 10): 0.0, (4, 9): 0.0, (4, 8): 0.0, (4, 7): 0.0, (4, 5): 0.0, (4, 4): 0.0, (4, 3): 0.0, (4, 2): 0.0, (4, 1): 0.0, (5, 11): 0.0, (5, 10): 0.0, (5, 9): 0.0, (5, 8): 0.0, (5, 7): 0.0, (5, 5): 0.0, (5, 4): 0.0, (5, 3): 0.0, (5, 2): 0.0, (5, 1): 0.0, (6, 8): 0.0, (6, 3): 0.0, (7, 11): 0.0, (7, 10): 0.0, (7, 9): 0.0, (7, 8): 1.7888122838619001e-07, (7, 7): 0.0, (7, 6): 0.0, (7, 4): 0.0, (7, 3): 0.0, (7, 2): 0.0, (7, 1): 0.0, (8, 11): 0.0, (8, 10): 0.0, (8, 9): 0.0, (8, 8): 1.0708147961874001e-05, (8, 7): 0.0, (8, 6): 0.0, (8, 5): 0.0, (8, 4): 0.0, (8, 3): 0.0, (8, 2): 0.0, (8, 1): 0.0, (9, 11): 0.0, (9, 10): 0.00011188061728470005, (9, 9): 0.00549630698795452, (9, 8): 0.00015787395424350002, (9, 7): 0.0, (9, 6): 0.0, (9, 4): 0.0, (9, 3): 0.0, (9, 2): 0.0, (9, 1): 0.0, (10, 11): 0.0, (10, 10): 0.2505606453504, (10, 9): 0.06118887435745591, (10, 8): 0.010516869850851235, (10, 7): 0.0003648439705581001, (10, 6): 0.0, (10, 4): 0.0, (10, 3): 0.0, (10, 2): 0.0, (10, 1): 0.0, (11, 11): 0.0, (11, 10): 0.68618940391, (11, 9): 0.05529734100000001, (11, 8): 0.0, (11, 7): 0.0, (11, 6): 0.0, (11, 4): 0.0, (11, 3): 0.0, (11, 2): 0.0, (11, 1): 0.0}"
ground,1,"{(1, 11): 0.0, (1, 10): 0.0, (1, 9): 0.0, (1, 8): 0.0, (1, 7): 0.0, (1, 5): 0.0, (1, 4): 0.0, (1, 3): 0.0, (1, 2): 0.0, (1, 1): 0.0, (2, 11): 0.0, (2, 10): 0.0, (2, 9): 0.0, (2, 8): 0.0, (2, 7): 0.0, (2, 5): 0.0, (2, 4): 0.0, (2, 3): 0.0, (2, 2): 0.0, (2, 1): 0.0, (3, 11): 0.0, (3, 10): 0.0, (3, 9): 0.0, (3, 8): 0.0, (3, 7): 0.0, (3, 6): 0.0, (3, 5): 0.0, (3, 4): 0.0, (3, 3): 0.0, (3, 2): 0.0, (3, 1): 0.0, (4, 11): 0.0, (4, 10): 0.0, (4, 9): 0.0, (4, 8): 0.0, (4, 7): 0.0, (4, 5): 0.0, (4, 4): 0.0, (4, 3): 0.0, (4, 2): 0.0, (4, 1): 0.0, (5, 11): 0.0, (5, 10): 0.0, (5, 9): 0.0, (5, 8): 0.0, (5, 7): 0.0, (5, 5): 0.0, (5, 4): 0.0, (5, 3): 0.0, (5, 2): 0.0, (5, 1): 0.0, (6, 8): 0.0, (6, 3): 0.0, (7, 11): 0.0, (7, 10): 9.414801494010002e-08, (7, 9): 7.549910006156102e-06, (7, 8): 1.7888122838619004e-07, (7, 7): 0.0, (7, 6): 0.0, (7, 4): 0.0, (7, 3): 0.0, (7, 2): 0.0, (7, 1): 0.0, (8, 11): 0.0, (8, 10): 0.0, (8, 9): 0.0003675071922567528, (8, 8): 0.0, (8, 7): 0.0, (8, 6): 0.0, (8, 5): 0.0, (8, 4): 0.0, (8, 3): 0.0, (8, 2): 0.0, (8, 1): 0.0, (9, 11): 0.0, (9, 10): 0.06342893091985033, (9, 9): 0.006765710119971265, (9, 8): 0.00010339951511241003, (9, 7): 0.0, (9, 6): 0.0, (9, 4): 0.0, (9, 3): 0.0, (9, 2): 0.0, (9, 1): 0.0, (10, 11): 0.013977061045200002, (10, 10): 0.308514962393352, (10, 9): 0.0018621900000000001, (10, 8): 0.0, (10, 7): 0.0, (10, 6): 0.0, (10, 4): 0.0, (10, 3): 0.0, (10, 2): 0.0, (10, 1): 0.0, (11, 11): 0.0, (11, 10): 0.6513215599000001, (11, 9): 0.06621120000000001, (11, 8): 0.0, (11, 7): 0.0, (11, 6): 0.0, (11, 4): 0.0, (11, 3): 0.0, (11, 2): 0.0, (11, 1): 0.0}"
ground,2,"{(1, 11): 0.0, (1, 10): 0.0, (1, 9): 0.0, (1, 8): 0.0, (1, 7): 0.0, (1, 5): 0.0, (1, 4): 0.0, (1, 3): 0.0, (1, 2): 0.0, (1, 1): 0.0, (2, 11): 0.0, (2, 10): 0.0, (2, 9): 0.0, (2, 8): 0.0, (2, 7): 0.0, (2, 5): 0.0, (2, 4): 0.0, (2, 3): 0.0, (2, 2): 0.0, (2, 1): 0.0, (3, 11): 0.0, (3, 10): 0.0, (3, 9): 0.0, (3, 8): 0.0, (3, 7): 0.0, (3, 6): 0.0, (3, 5): 0.0, (3, 4): 0.0, (3, 3): 0.0, (3, 2): 0.0, (3, 1): 0.0, (4, 11): 0.0, (4, 10): 0.0, (4, 9): 0.0, (4, 8): 0.0, (4, 7): 0.0, (4, 5): 0.0, (4, 4): 0.0, (4, 3): 0.0, (4, 2): 0.0, (4, 1): 0.0, (5, 11): 0.0, (5, 10): 0.0, (5, 9): 0.0, (5, 8): 0.0, (5, 7): 0.0, (5, 5): 0.0, (5, 4): 0.0, (5, 3): 0.0, (5, 2): 0.0, (5, 1): 0.0, (6, 8): 0.0, (6, 3): 0.0, (7, 11): 0.0, (7, 10): 0.0, (7, 9): 0.0, (7, 8): 0.0, (7, 7): 9.320653479069903e-09, (7, 6): 0.0, (7, 4): 0.0, (7, 3): 0.0, (7, 2): 0.0, (7, 1): 0.0, (8, 11): 0.0, (8, 10): 0.0, (8, 9): 0.0, (8, 8): 0.0, (8, 7): 6.872805090627302e-07, (8, 6): 0.0, (8, 5): 0.0, (8, 4): 0.0, (8, 3): 0.0, (8, 2): 0.0, (8, 1): 0.0, (9, 11): 0.0, (9, 10): 0.004420251000000001, (9, 9): 9.70299e-05, (9, 8): 0.0008879567963794112, (9, 7): 0.00010792333405051349, (9, 6): 0.0, (9, 4): 0.0, (9, 3): 0.0, (9, 2): 0.0, (9, 1): 0.0, (10, 11): 0.0, (10, 10): 0.07270659, (10, 9): 7.531072718400001e-05, (10, 8): 0.007671126840418802, (10, 7): 2.5471745442044063e-06, (10, 6): 0.0, (10, 4): 0.0, (10, 3): 0.0, (10, 2): 0.0, (10, 1): 0.0, (11, 11): 0.0, (11, 10): 0.6513215599000001, (11, 9): 0.22574851536600005, (11, 8): 0.048949060106430006, (11, 7): 0.0, (11, 6): 0.0, (11, 4): 0.0, (11, 3): 0.0, (11, 2): 0.0, (11, 1): 0.0}"
ground,3,"{(1, 11): 0.0, (1, 10): 0.0, (1, 9): 0.0, (1, 8): 0.0, (1, 7): 0.0, (1, 5): 0.0, (1, 4): 0.0, (1, 3): 0.0, (1, 2): 0.0, (1, 1): 0.0, (2, 11): 0.0, (2, 10): 0.0, (2, 9): 0.0, (2, 8): 0.0, (2, 7): 0.0, (2, 5): 0.0, (2, 4): 0.0, (2, 3): 0.0, (2, 2): 0.0, (2, 1): 0.0, (3, 11): 0.0, (3, 10): 0.0, (3, 9): 0.0, (3, 8): 0.0, (3, 7): 0.0, (3, 6): 0.0, (3, 5): 0.0, (3, 4): 0.0, (3, 3): 0.0, (3, 2): 0.0, (3, 1): 0.0, (4, 11): 0.0, (4, 10): 0.0, (4, 9): 0.0, (4, 8): 0.0, (4, 7): 0.0, (4, 5): 0.0, (4, 4): 0.0, (4, 3): 0.0, (4, 2): 0.0, (4, 1): 0.0, (5, 11): 0.0, (5, 10): 0.0, (5, 9): 0.0, (5, 8): 0.0, (5, 7): 0.0, (5, 5): 0.0, (5, 4): 0.0, (5, 3): 0.0, (5, 2): 0.0, (5, 1): 0.0, (6, 8): 4.287500600372156e-08, (6, 3): 0.0, (7, 11): 0.0, (7, 10): 0.0, (7, 9): 0.0, (7, 8): 3.051337164208642e-06, (7, 7): 0.0, (7, 6): 0.0, (7, 4): 0.0, (7, 3): 0.0, (7, 2): 0.0, (7, 1): 0.0, (8, 11): 0.0, (8, 10): 0.0, (8, 9): 0.0012125340230923261, (8, 8): 7.703114503194991e-05, (8, 7): 0.0, (8, 6): 0.0, (8, 5): 0.0, (8, 4): 0.0, (8, 3): 0.0, (8, 2): 0.0, (8, 1): 0.0, (9, 11): 9.70299e-05, (9, 10): 0.07267187129256451, (9, 9): 0.014482951462466195, (9, 8): 0.00033372065983410003, (9, 7): 0.0, (9, 6): 0.0, (9, 4): 0.0, (9, 3): 0.0, (9, 2): 0.0, (9, 1): 0.0, (10, 11): 0.19, (10, 10): 0.18502631730000002, (10, 9): 0.0009908682710829807, (10, 8): 0.0, (10, 7): 0.0, (10, 6): 0.0, (10, 4): 0.0, (10, 3): 0.0, (10, 2): 0.0, (10, 1): 0.0, (11, 11): 0.0, (11, 10): 0.5695327900000001, (11, 9): 0.0, (11, 8): 0.0, (11, 7): 0.0, (11, 6): 0.0, (11, 4): 0.0, (11, 3): 0.0, (11, 2): 0.0, (11, 1): 0.0}"
ground,4,"{(1, 11): 0.0, (1, 10): 0.0, (1, 9): 0.0, (1, 8): 0.0, (1, 7): 0.0, (1, 5): 0.0, (1, 4): 0.0, (1, 3): 0.0, (1, 2): 0.0, (1, 1): 0.0, (2, 11): 0.0, (2, 10): 0.0, (2, 9): 0.0, (2, 8): 0.0, (2, 7): 0.0, (2, 5): 0.0, (2, 4): 0.0, (2, 3): 0.0, (2, 2): 0.0, (2, 1): 0.0, (3, 11): 0.0, (3, 10): 0.0, (3, 9): 0.0, (3, 8): 0.0, (3, 7): 0.0, (3, 6): 0.0, (3, 5): 0.0, (3, 4): 0.0, (3, 3): 0.0, (3, 2): 0.0, (3, 1): 0.0, (4, 11): 0.0, (4, 10): 0.0, (4, 9): 0.0, (4, 8): 0.0, (4, 7): 0.0, (4, 5): 0.0, (4, 4): 0.0, (4, 3): 0.0, (4, 2): 0.0, (4, 1): 0.0, (5, 11): 0.0, (5, 10): 0.0, (5, 9): 0.0, (5, 8): 0.0, (5, 7): 0.0, (5, 5): 0.0, (5, 4): 0.0, (5, 3): 0.0, (5, 2): 0.0, (5, 1): 0.0, (6, 8): 0.0, (6, 3): 0.0, (7, 11): 0.0, (7, 10): 0.0, (7, 9): 0.0, (7, 8): 0.0, (7, 7): 0.0, (7, 6): 0.0, (7, 4): 0.0, (7, 3): 0.0, (7, 2): 0.0, (7, 1): 0.0, (8, 11): 0.0009801, (8, 10): 0.0, (8, 9): 0.0, (8, 8): 0.0, (8, 7): 0.0, (8, 6): 0.0, (8, 5): 0.0, (8, 4): 0.0, (8, 3): 0.0, (8, 2): 0.0, (8, 1): 0.0, (9, 11): 0.02772, (9, 10): 0.0, (9, 9): 0.0, (9, 8): 8.991135426779552e-07, (9, 7): 2.8425092591511003e-05, (9, 6): 0.0, (9, 4): 0.0, (9, 3): 0.0, (9, 2): 0.0, (9, 1): 0.0, (10, 11): 0.271, (10, 10): 0.0, (10, 9): 0.0, (10, 8): 0.0, (10, 7): 0.0004461536198245501, (10, 6): 9.509900499000001e-07, (10, 4): 0.0, (10, 3): 0.0, (10, 2): 0.0, (10, 1): 0.0, (11, 11): 0.0, (11, 10): 0.5217031000000001, (11, 9): 0.148197456, (11, 8): 0.03386132788500001, (11, 7): 0.004875121780650001, (11, 6): 0.0, (11, 4): 0.0, (11, 3): 0.0, (11, 2): 0.0, (11, 1): 0.0}"
ground,5,"{(1, 11): 0.0, (1, 10): 0.0, (1, 9): 0.0, (1, 8): 0.0, (1, 7): 0.0, (1, 5): 0.0, (1, 4): 0.0, (1, 3): 0.0, (1, 2): 0.0, (1, 1): 0.0, (2, 11): 0.0, (2, 10): 0.0, (2, 9): 0.0, (2, 8): 0.0, (2, 7): 0.0, (2, 5): 0.0, (2, 4): 0.0, (2, 3): 0.0, (2, 2): 0.0, (2, 1): 0.0, (3, 11): 0.0, (3, 10): 0.0, (3, 9): 0.0, (3, 8): 0.0, (3, 7): 0.0, (3, 6): 0.0, (3, 5): 0.0, (3, 4): 0.0, (3, 3): 0.0, (3, 2): 0.0, (3, 1): 0.0, (4, 11): 0.0, (4, 10): 0.0, (4, 9): 0.0, (4, 8): 0.0, (4, 7): 0.0, (4, 5): 0.0, (4, 4): 0.0, (4, 3): 0.0, (4, 2): 0.0, (4, 1): 0.0, (5, 11): 0.0, (5, 10): 0.0, (5, 9): 0.0, (5, 8): 0.0, (5, 7): 0.0, (5, 5): 0.0, (5, 4): 0.0, (5, 3): 0.0, (5, 2): 0.0, (5, 1): 0.0, (6, 8): 1.770924161023281e-08, (6, 3): 0.0, (7, 11): 0.0, (7, 10): 0.0, (7, 9): 1.5098869022262303e-05, (7, 8): 6.618605450289031e-07, (7, 7): 0.0, (7, 6): 0.0, (7, 4): 0.0, (7, 3): 0.0, (7, 2): 0.0, (7, 1): 0.0, (8, 11): 0.0, (8, 10): 0.0, (8, 9): 0.0003467146420613701, (8, 8): 0.0, (8, 7): 0.0, (8, 6): 0.0, (8, 5): 0.0, (8, 4): 0.0, (8, 3): 0.0, (8, 2): 0.0, (8, 1): 0.0, (9, 11): 0.18876181608900003, (9, 10): 0.03872273757660001, (9, 9): 0.004989712151952001, (9, 8): 0.0, (9, 7): 0.0, (9, 6): 0.0, (9, 4): 0.0, (9, 3): 0.0, (9, 2): 0.0, (9, 1): 0.0, (10, 11): 0.6513215599000001, (10, 10): 0.151919964009, (10, 9): 0.011391073957890002, (10, 8): 0.0, (10, 7): 0.0, (10, 6): 0.0, (10, 4): 0.0, (10, 3): 0.0, (10, 2): 0.0, (10, 1): 0.0, (11, 11): 0.0, (11, 10): 0.0009801, (11, 9): 0.00018435681, (11, 8): 0.0, (11, 7): 0.0, (11, 6): 0.0, (11, 4): 0.0, (11, 3): 0.0, (11, 2): 0.0, (11, 1): 0.0}"
ground,6,"{(1, 11): 0.0, (1, 10): 0.0, (1, 9): 0.0, (1, 8): 0.0, (1, 7): 0.0, (1, 5): 0.0, (1, 4): 0.0, (1, 3): 0.0, (1, 2): 0.0, (1, 1): 0.0, (2, 11): 0.0, (2, 10): 0.0, (2, 9): 0.0, (2, 8): 0.0, (2, 7): 0.0, (2, 5): 0.0, (2, 4): 0.0, (2, 3): 0.0, (2, 2): 0.0, (2, 1): 0.0, (3, 11): 0.0, (3, 10): 0.0, (3, 9): 0.0, (3, 8): 0.0, (3, 7): 0.0, (3, 6): 0.0, (3, 5): 0.0, (3, 4): 0.0, (3, 3): 0.0, (3, 2): 0.0, (3, 1): 0.0, (4, 11): 0.0, (4, 10): 0.0, (4, 9): 0.0, (4, 8): 0.0, (4, 7): 0.0, (4, 5): 0.0, (4, 4): 0.0, (4, 3): 0.0, (4, 2): 0.0, (4, 1): 0.0, (5, 11): 0.0, (5, 10): 0.0, (5, 9): 0.0, (5, 8): 0.0, (5, 7): 0.0, (5, 5): 0.0, (5, 4): 0.0, (5, 3): 0.0, (5, 2): 0.0, (5, 1): 0.0, (6, 8): 0.0, (6, 3): 0.0, (7, 11): 0.0, (7, 10): 0.0, (7, 9): 0.0, (7, 8): 0.0, (7, 7): 0.0, (7, 6): 0.0, (7, 4): 0.0, (7, 3): 0.0, (7, 2): 0.0, (7, 1): 0.0, (8, 11): 0.006008013000000001, (8, 10): 0.00018435681, (8, 9): 0.0, (8, 8): 0.0, (8, 7): 0.0, (8, 6): 0.0, (8, 5): 0.0, (8, 4): 0.0, (8, 3): 0.0, (8, 2): 0.0, (8, 1): 0.0, (9, 11): 0.06621120000000001, (9, 10): 0.00274428, (9, 9): 0.0, (9, 8): 5.283278055000001e-05, (9, 7): 9.509900499000001e-07, (9, 6): 0.0, (9, 4): 0.0, (9, 3): 0.0, (9, 2): 0.0, (9, 1): 0.0, (10, 11): 0.34390000000000004, (10, 10): 0.040541490000000006, (10, 9): 0.0, (10, 8): 0.0011536855110000001, (10, 7): 0.0, (10, 6): 0.0, (10, 4): 0.0, (10, 3): 0.0, (10, 2): 0.0, (10, 1): 0.0, (11, 11): 0.0, (11, 10): 0.46855900000000006, (11, 9): 0.12481405200000001, (11, 8): 0.026016195843000006, (11, 7): 0.0018420835425300005, (11, 6): 0.0, (11, 4): 0.0, (11, 3): 0.0, (11, 2): 0.0, (11, 1): 0.0}"
ground,7,"{(1, 11): 0.0, (1, 10): 0.0, (1, 9): 0.0, (1, 8): 0.0, (1, 7): 0.0, (1, 5): 0.0, (1, 4): 0.0, (1, 3): 0.0, (1, 2): 0.0, (1, 1): 0.0, (2, 11): 0.0, (2, 10): 0.0, (2, 9): 0.0, (2, 8): 0.0, (2, 7): 0.0, (2, 5): 0.0, (2, 4): 0.0, (2, 3): 0.0, (2, 2): 0.0, (2, 1): 0.0, (3, 11): 0.0, (3, 10): 0.0, (3, 9): 0.0, (3, 8): 0.0, (3, 7): 0.0, (3, 6): 0.0, (3, 5): 0.0, (3, 4): 0.0, (3, 3): 0.0, (3, 2): 0.0, (3, 1): 0.0, (4, 11): 0.0, (4, 10): 0.0, (4, 9): 0.0, (4, 8): 0.0, (4, 7): 0.0, (4, 5): 0.0, (4, 4): 0.0, (4, 3): 0.0, (4, 2): 0.0, (4, 1): 0.0, (5, 11): 0.0, (5, 10): 0.0, (5, 9): 0.0, (5, 8): 0.0, (5, 7): 0.0, (5, 5): 0.0, (5, 4): 0.0, (5, 3): 0.0, (5, 2): 0.0, (5, 1): 0.0, (6, 8): 0.0, (6, 3): 0.0, (7, 11): 0.0, (7, 10): 0.0, (7, 9): 0.0, (7, 8): 0.0, (7, 7): 0.0, (7, 6): 0.0, (7, 4): 0.0, (7, 3): 0.0, (7, 2): 0.0, (7, 1): 0.0, (8, 11): 0.0009778292465088018, (8, 10): 2.4833773767068648e-05, (8, 9): 0.0, (8, 8): 0.0, (8, 7): 0.0, (8, 6): 0.0, (8, 5): 0.0, (8, 4): 0.0, (8, 3): 0.0, (8, 2): 0.0, (8, 1): 0.0, (9, 11): 0.05638374621000001, (9, 10): 0.07712282174659625, (9, 9): 0.0, (9, 8): 6.98295826810722e-07, (9, 7): 0.0, (9, 6): 0.0, (9, 4): 0.0, (9, 3): 0.0, (9, 2): 0.0, (9, 1): 0.0, (10, 11): 0.6125795110000001, (10, 10): 0.28653349868847006, (10, 9): 0.07217959568736512, (10, 8): 2.6097924840400715e-05, (10, 7): 0.0, (10, 6): 0.0, (10, 4): 0.0, (10, 3): 0.0, (10, 2): 0.0, (10, 1): 0.0, (11, 11): 0.0, (11, 10): 0.1, (11, 9): 0.00588947999150313, (11, 8): 0.000462656755335951, (11, 7): 0.0, (11, 6): 0.0, (11, 4): 0.0, (11, 3): 0.0, (11, 2): 0.0, (11, 1): 0.0}"
ground,8,"{(1, 11): 0.0, (1, 10): 0.0, (1, 9): 0.0, (1, 8): 0.0, (1, 7): 0.0, (1, 5): 0.0, (1, 4): 0.0, (1, 3): 0.0, (1, 2): 0.0, (1, 1): 0.0, (2, 11): 0.0, (2, 10): 0.0, (2, 9): 0.0, (2, 8): 0.0, (2, 7): 0.0, (2, 5): 0.0, (2, 4): 0.0, (2, 3): 0.0, (2, 2): 0.0, (2, 1): 0.0, (3, 11): 0.0, (3, 10): 0.0, (3, 9): 0.0, (3, 8): 0.0, (3, 7): 0.0, (3, 6): 0.0, (3, 5): 0.0, (3, 4): 0.0, (3, 3): 0.0, (3, 2): 0.0, (3, 1): 0.0, (4, 11): 0.0, (4, 10): 0.0, (4, 9): 0.0, (4, 8): 0.0, (4, 7): 0.0, (4, 5): 0.0, (4, 4): 0.0, (4, 3): 0.0, (4, 2): 0.0, (4, 1): 0.0, (5, 11): 0.0, (5, 10): 0.0, (5, 9): 0.0, (5, 8): 0.0, (5, 7): 0.0, (5, 5): 0.0, (5, 4): 0.0, (5, 3): 0.0, (5, 2): 0.0, (5, 1): 0.0, (6, 8): 0.0, (6, 3): 0.0, (7, 11): 0.0, (7, 10): 0.0, (7, 9): 0.0, (7, 8): 0.0, (7, 7): 0.0, (7, 6): 0.0, (7, 4): 0.0, (7, 3): 0.0, (7, 2): 0.0, (7, 1): 0.0, (8, 11): 0.0, (8, 10): 0.000996497073, (8, 9): 9.173691895500002e-05, (8, 8): 0.0, (8, 7): 0.0, (8, 6): 0.0, (8, 5): 0.0, (8, 4): 0.0, (8, 3): 0.0, (8, 2): 0.0, (8, 1): 0.0, (9, 11): 0.0, (9, 10): 0.017185063599000003, (9, 9): 0.0009964970730000002, (9, 8): 9.865321022700003e-05, (9, 7): 0.0, (9, 6): 0.0, (9, 4): 0.0, (9, 3): 0.0, (9, 2): 0.0, (9, 1): 0.0, (10, 11): 0.19, (10, 10): 0.15871998780000002, (10, 9): 0.014820092100000001, (10, 8): 0.0, (10, 7): 0.0, (10, 6): 0.0, (10, 4): 0.0, (10, 3): 0.0, (10, 2): 0.0, (10, 1): 0.0, (11, 11): 0.0, (11, 10): 0.5695327900000001, (11, 9): 0.040541490000000006, (11, 8): 0.0, (11, 7): 0.0, (11, 6): 0.0, (11, 4): 0.0, (11, 3): 0.0, (11, 2): 0.0, (11, 1): 0.0}"
ground,9,"{(1, 11): 0.0, (1, 10): 0.0, (1, 9): 0.0, (1, 8): 0.0, (1, 7): 0.0, (1, 5): 0.0, (1, 4): 0.0, (1, 3): 0.0, (1, 2): 0.0, (1, 1): 0.0, (2, 11): 0.0, (2, 10): 0.0, (2, 9): 0.0, (2, 8): 0.0, (2, 7): 0.0, (2, 5): 0.0, (2, 4): 0.0, (2, 3): 0.0, (2, 2): 0.0, (2, 1): 0.0, (3, 11): 0.0, (3, 10): 0.0, (3, 9): 0.0, (3, 8): 0.0, (3, 7): 0.0, (3, 6): 0.0, (3, 5): 0.0, (3, 4): 0.0, (3, 3): 0.0, (3, 2): 0.0, (3, 1): 0.0, (4, 11): 0.0, (4, 10): 0.0, (4, 9): 0.0, (4, 8): 0.0, (4, 7): 0.0, (4, 5): 0.0, (4, 4): 0.0, (4, 3): 0.0, (4, 2): 0.0, (4, 1): 0.0, (5, 11): 0.0, (5, 10): 0.0, (5, 9): 0.0, (5, 8): 0.0, (5, 7): 0.0, (5, 5): 0.0, (5, 4): 0.0, (5, 3): 0.0, (5, 2): 0.0, (5, 1): 0.0, (6, 8): 0.0, (6, 3): 0.0, (7, 11): 0.0, (7, 10): 0.0, (7, 9): 1.17694528575624e-05, (7, 8): 0.0, (7, 7): 0.0, (7, 6): 0.0, (7, 4): 0.0, (7, 3): 0.0, (7, 2): 0.0, (7, 1): 0.0, (8, 11): 5.283278055000001e-05, (8, 10): 9.509900499000001e-07, (8, 9): 0.00042296675333517006, (8, 8): 0.0, (8, 7): 0.0, (8, 6): 0.0, (8, 5): 0.0, (8, 4): 0.0, (8, 3): 0.0, (8, 2): 0.0, (8, 1): 0.0, (9, 11): 0.0015152189184000002, (9, 10): 0.048792800509200006, (9, 9): 0.006224741709318001, (9, 8): 9.605960100000001e-06, (9, 7): 0.0, (9, 6): 0.0, (9, 4): 0.0, (9, 3): 0.0, (9, 2): 0.0, (9, 1): 0.0, (10, 11): 0.6125795110000001, (10, 10): 0.22290743178000003, (10, 9): 0.005125923000000001, (10, 8): 0.0, (10, 7): 0.0, (10, 6): 0.0, (10, 4): 0.0, (10, 3): 0.0, (10, 2): 0.0, (10, 1): 0.0, (11, 11): 0.0, (11, 10): 0.1, (11, 9): 0.0, (11, 8): 0.0, (11, 7): 0.0, (11, 6): 0.0, (11, 4): 0.0, (11, 3): 0.0, (11, 2): 0.0, (11, 1): 0.0}"
