"(<Abstr_type.PI_STAR: 3>, 0.0, 'explicit errors', 0, 0)",1232.2,2052.6,2423.1,2606.4,2738.4,3358.3,3814.7000000000003,3841.5000000000005,4213.5,4285.7
"(<Abstr_type.PI_STAR: 3>, 0.0, 'explicit errors', 1, 0)",643.9,932.0,1214.5,1301.5,1391.0,1694.4,1829.0,1851.3,1913.0,1985.2
"(<Abstr_type.PI_STAR: 3>, 0.0, 'explicit errors', 2, 0)",1393.4,1730.4,2180.0,2509.0,2607.3,2989.8,3169.6000000000004,3790.4000000000005,3929.8000000000006,4096.1
