"(<Abstr_type.A_STAR: 2>, 0.0, 'explicit errors', 0, 0)","[((4, 2), 5, 6), ((7, 4), 3, 12), ((7, 11), 24, 10)]"
"(<Abstr_type.A_STAR: 2>, 0.0, 'explicit errors', 1, 0)","[((2, 4), 5, 6), ((2, 9), 16, 14)]"
"(<Abstr_type.A_STAR: 2>, 0.0, 'explicit errors', 2, 0)","[((4, 9), 17, 14), ((10, 11), 33, 5)]"
"(<Abstr_type.A_STAR: 2>, 0.0, 'explicit errors', 3, 0)","[((2, 11), 21, 10)]"
"(<Abstr_type.A_STAR: 2>, 0.0, 'explicit errors', 4, 0)","[((5, 1), 5, 23), ((7, 8), 15, 38)]"
