ground,1135.8,2553.8,3296.8
"(<Abstr_type.A_STAR: 2>, 0.0)",1005.6,1901.0,2478.4
"(<Abstr_type.PI_STAR: 3>, 0.0)",938.4,4365.4,7134.4
"(<Abstr_type.Q_STAR: 1>, 0.0)",627.2,1596.8000000000002,2591.2000000000003
