,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249
0,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999998926518,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99933420459618,-98.99999999999925,-98.99997943550136,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99996956694605,-98.99999999999925,-98.99999999999925,-98.99999999991262,-98.99999999999925,-98.99999999986005,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999521125888,-98.99999999999925,-98.99999999972309,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999990005244,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999944622,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999926634,-98.99999999999925,-98.99999999999925,-98.99999999873778,-98.99999999463427,-98.99999999999925,-98.99999999317062,-98.99999992380566,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999997418,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.9999248068946,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.9999999999353,-98.99999999999925,-98.9999061998053,-98.99999999999925,-98.99999999637416,-98.99999888487223,-98.99999999999925,-98.99999999259886,-98.99999999999925,-98.99999999999925,-98.99999999998886,-98.99999999999925,-98.99999999999925,-98.99999999993464,-98.99999999999925,-98.99999999547698,-98.99999999999925,-98.99999895012932,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.9999999999948,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999051520136,-98.99999999998589,-98.99999999999925,-98.99999998295597,-98.99999999999925,-98.99999999999925,-98.99999999999811,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999874193729,-98.99999999983896,-98.99999999999783,-98.99999727232722,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999982974238,-98.99999999999925,-98.99999999999925,-98.99512951441419,-98.99999167688978,-98.99998283864286,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999547698,-98.99999999976181,-98.99999999999925,-98.99999579777895,-98.99999999999925,-98.99999999547698,-98.99999994476053,-98.99999999999925,-98.99999999999925,-98.99999994363895,-98.99987571512185,-98.99999999999925,-98.99999999999925,-98.9996770949747,-98.99999770072677,-98.99788508258187,-98.99999999983734,-98.99999999999925,-98.99999999999925,-98.99999999999,-98.99725350789807,-98.99999999999925,-98.99999999999773,-98.99999999999925,-98.99597615762613,-98.99999999999925,-98.99999575533228,-98.99999999836089,-98.99999999999733,-98.99999999999925,-98.99999999999925,-98.99999999582639,-98.99999999937528,-98.99999999999925,-98.9999999999902,-98.99999999999925,-98.99999997895094,-98.99999999999925,-98.99999995390182,-98.99999999999925,-98.9999511919576,-98.99999999999925,-98.99999999898812,-98.99999999999925,-98.99999999999925,-98.99999999994859,-98.99821724475781,-98.99999999999925,-98.99999999850263,-98.99999999633754,-98.99999999999925,-98.9999990312374,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999917233,-98.99999970997132,-98.99999999999925,-98.99999999891438,-98.99999999998396,-98.9999997454937,-98.99999999999925,-98.99818104760516,-98.99999999999925,-98.99999999999925,-98.99996668584636,-98.9999996950245,-98.9999999611418,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.9999999999894,-98.99988759898399,-98.99999999999925,-98.99975629734944,-98.99999999999925,-98.99999999999925,-98.99990036943981,-98.99999999999682,-98.99992920718387,-98.99999991574985,-98.99999932534085,-98.99999999622544,-98.99999936482182,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999994420256,-98.99999999990341,-98.99999999999925,-98.99999999928093,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999953485683,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999999999925,-98.99999997320917,-98.99991168897866,-98.99902455362744,-98.99999999999925,-98.99999999998818,-98.99999999994319,-98.99999999999925
